,trial,key,start_time,end_time,reaction_time
121,NW/gietsen_audio,z,145.38351070100907,145.94995248800842,0.5664417869993486
122,LF/grief_audio,m,146.48371873299766,147.00446533500508,0.5207466020074207
123,HF/heren_audio,z,147.533536308998,148.1886562520085,0.6551199430105044
124,NW/kormel_audio,m,148.71663018901017,149.03481066500535,0.3181804759951774
125,HF/plan_audio,z,149.56702802699874,150.19918183000118,0.6321538030024385
126,NW/jugen_audio,m,150.733645462009,151.38430076700752,0.6506553049985087
127,NW/gimmel_audio,m,151.91666616100702,152.5844712399994,0.6678050789923873
128,HF/hele_audio,m,153.11626209900714,153.8275920270098,0.7113299280026695
129,NW/prookt_audio,z,154.34983549300523,154.9653522239969,0.6155167309916578
130,HF/hield_audio,m,155.4992348460073,156.07819350500358,0.578958658996271
131,NW/vebras_audio,z,156.61658384000475,157.35147632600274,0.7348924859979888
132,HF/moeder_audio,m,157.88267784200434,158.58554541099875,0.7028675689944066
133,HF/morgen_audio,m,159.1155739609967,159.64700810601062,0.5314341450139182
134,LF/suste_audio,m,160.18168520300242,160.85978450199764,0.678099298995221
135,NW/kadders_audio,m,161.3827220880048,162.05632288999914,0.6736008019943256
136,NW/pectars_audio,m,162.58216763100063,163.53383929200936,0.9516716610087315
137,LF/sikkels_audio,m,164.0652620440087,164.7439960680058,0.6787340239970945
138,NW/brad_audio,z,165.2811929360032,165.88321462800377,0.6020216920005623
139,NW/tombel_audio,m,166.41507272400486,166.91594923900266,0.500876514997799
140,NW/gebeikt_audio,z,167.44877035600075,167.97668701800285,0.5279166620020987
141,NW/kabrieken_audio,z,168.4974274910055,168.963795595002,0.4663681039965013
142,NW/bezans_audio,z,169.49828346401046,170.10962647500855,0.6113430109980982
143,NW/leumen_audio,z,170.63103852899803,171.235160901997,0.6041223729989724
144,HF/boek_audio,m,171.76524683000753,172.37273676700715,0.6074899369996274
145,LF/karpers_audio,z,172.89741829301056,173.45375649399648,0.5563382009859197
146,LF/wrongel_audio,m,173.98010956500366,174.57825709199824,0.5981475269945804
147,NW/rieve_audio,z,175.11418301700905,175.7266789060086,0.6124958889995469
148,HF/dood_audio,m,176.24709804001031,176.80946085700998,0.5623628169996664
149,LF/barse_audio,z,177.33112810600142,177.9368721619976,0.6057440559961833
150,NW/geslonden_audio,z,178.4636806500057,179.21617318900826,0.7524925390025601
151,LF/reigers_audio,z,179.7472487269988,180.53029740400962,0.7830486770108109
152,NW/trorg_audio,m,181.063704123997,181.44745055300882,0.3837464290118078
153,NW/groeken_audio,z,181.97938799600524,182.73385257500922,0.7544645790039795
154,HF/krijg_audio,m,183.26379940200422,183.752586978997,0.4887875769927632
155,HF/los_audio,z,184.27939027101093,184.94628011400346,0.6668898429925321
156,LF/clusters_audio,m,185.4792475800059,186.06199379899772,0.5827462189918151
157,NW/bluurde_audio,z,186.59588385700772,187.29639935700106,0.7005154999933438
158,LF/schoffels_audio,m,187.82896153900947,188.38801545799652,0.5590539189870469
159,LF/ambten_audio,m,188.91202425499796,189.5065909010009,0.5945666460029315
160,NW/vlorken_audio,m,190.0292944880057,190.8206946630089,0.7914001750032185
161,LF/sfinxen_audio,m,191.3450886260107,192.25552789500216,0.9104392689914675
162,LF/rafel_audio,z,192.77950287000567,193.35585120599717,0.5763483359914972
163,LF/beitels_audio,z,193.87855559799937,194.4316964840109,0.5531408860115334
164,NW/kandola_audio,m,194.96158862700395,195.65942993501085,0.6978413080069004
165,HF/zit_audio,z,196.17832823100616,196.7378825909982,0.5595543599920347
166,NW/goont_audio,z,197.26113533400348,197.73098740600108,0.46985207199759316
167,NW/kumus_audio,z,198.262082871006,198.9554309899977,0.6933481189917075
168,LF/spurt_audio,m,199.47854357000324,200.10773609000898,0.6291925200057449
169,NW/zerder_audio,z,200.62802679299784,201.14868937100982,0.5206625780119793
170,NW/vroel_audio,m,201.6774623280071,202.32862293699873,0.6511606089916313
171,LF/deun_audio,z,202.8615615739982,203.29060784100147,0.42904626700328663
172,HF/vallen_audio,m,203.8109830129979,204.39139837000403,0.5804153570061317
173,NW/grantel_audio,z,204.91059622800094,205.4167859750014,0.5061897470004624
174,NW/gefruld_audio,m,205.93273999499797,206.65454625099665,0.721806255998672
175,NW/gewunnen_audio,z,207.17748318699887,207.8395869560045,0.6621037690056255
176,NW/breent_audio,z,208.36026719000074,209.0022725500021,0.6420053600013489
177,NW/women_audio,z,209.51608190999832,210.16933306099963,0.6532511510013137
178,HF/wachten_audio,m,210.6936010740028,211.2772361170064,0.5836350430035964
179,HF/kom_audio,m,211.7926229940058,212.36820293900382,0.5755799449980259
180,NW/nammer_audio,z,212.8829515289981,213.39516055300192,0.5122090240038233
181,NW/nef_audio,z,213.91591188999882,214.52519689200562,0.6092850020067999
182,NW/kiemeten_audio,z,215.0430161569966,215.60656867700163,0.5635525200050324
183,HF/begin_audio,m,216.1261750220001,216.70360788400285,0.5774328620027518
184,NW/snarpen_audio,z,217.2159338460042,217.7541160700057,0.5381822240015026
185,NW/gals_audio,m,218.26616501300305,218.77717312400637,0.5110081110033207
186,NW/zuun_audio,z,219.29946552900947,219.5356482710049,0.2361827419954352
187,NW/rufel_audio,z,220.04865647800034,220.836523527003,0.7878670490026707
188,NW/rons_audio,z,221.3482842939993,222.27158361500187,0.9232993210025597
189,NW/spodiel_audio,m,222.79246075100673,223.26979998699971,0.4773392359929858
190,HF/auto_audio,z,223.78238730800513,224.5740663260076,0.7916790180024691
191,LF/ratels_audio,m,225.09162597700197,225.8038841420057,0.7122581650037318
192,NW/drintels_audio,z,226.32491806799953,226.99578186799772,0.6708637999981875
193,NW/megen_audio,m,227.51481616099773,228.0035233360104,0.4887071750126779
194,HF/hen_audio,z,228.52389714001038,229.03322817900334,0.5093310389929684
195,NW/mijk_audio,m,229.54895981700975,230.12274933600565,0.573789518995909
196,LF/lanen_audio,z,230.64132516700192,231.33984022500226,0.6985150580003392
197,NW/brum_audio,m,231.85683874800452,232.39659959700657,0.5397608490020502
198,HF/zoek_audio,z,232.91462354600662,233.44644027399772,0.5318167279910995
199,LF/woei_audio,m,233.96485867199954,234.47537019899755,0.510511526998016
